datapoint,misogynistic_label
"Now, in the past, they were initiating them into their web. Now, in the past, they were the women behind the power now, in the past, they were the women behind the power puppet masters to their fat, the women behind the power puppet masters to their fat, pompous husbands, but today's puppet masters to their fat, pompous husbands, but today's Alpha girl alumni are the pompous husbands, but today's Alpha girl alumni are the Western establishment. Alpha girl alumni are the Western establishment.",1
Out here having a smoke. Can you send Sascha out? Sas.,1
"Oh, right, I forgot. You're just screwing Cara to her to help her get over you [?] Why are you busting my balls [?]",1
Seems that this lawman and the woman he was trying to help was... actually the very woman who betrayed him. She was a painted lady. Lover of Levi Hardin.,1
"I knew waller would send someone. I'm too clever for her to let me live. Nothing gets past you, genius.",1
"I'm sorry for putting you through all this. It's okay. You're a beautiful, intelligent, sexy woman.",1
"My Lord, what that woman has been through. Your lipstick. What?",1
I had to stop her from screaming. She got herself so worked up. There was no talking to her.,1
I've got ta hold on to you When I say you're my girl It really means that I own you Inside of my mind? ? She thinks that's sexy',1
"Uh no, I think Fiona's the one that you wanna ask about that kind of thing. I know, I do have good stories, however in high school, dear Kerry that she should save herself for marriage, however she did this while still having sex with her boyfriend, hmm? How can that be?",1
"Check them out. All the women here are so hot. You know, I met my first wife here, a long time ago.",1
"The... The punch, it was the next day, when I asked my dad what had happened, turns out, he said to her, "" you are the most beautiful woman in this restaurant. "" And before pouring her wine on him and storming out, she said, "" how dare you look at every other woman in here.",1
"Charlotte -All Right, All Right. Just Make It Snappy. I'M Busy Ignoring Al. Shanice Has Been Acting Squirrelly, And She Won't Tell Me Why.",1
"Oh. Um, but in a couple of days, maybe, when she's not so cranky, I'll bring her over. Oh, we would love that.",1
"You looked scared there for a minute. Yep. Thought the only thing that scared you was electricity, heights, and women.",1
I want to know. I don't think there was anyone innocent in this story. Not even that woman.,1
"Go look at, visit itsonus.org. Performing her Oscar-nominated song "" Til It Happens To You, "" written with Diane Warren, for the film "" The Hunting Ground, "" welcome my friend and a courageous lady herself, Lady Gaga.? You tell me it gets better it gets better in time you say I'll pull myself together pull it together you'll be fine tell me, what the hell do you know what do you know tell me how the hell could you know how could you know till it happens to you you don't know how I feel how I feel till it happens to you you won't know it won't be real no, it won't be real won't know how I feel till your world burns and crashes till you're at the end the end of your rope till you're standing in my shoes I don't wanna hear a thing from you from you, from you' cause you don't know till it happens to you you won't know how I feel how I feel how I feel till it happens to you you won't know it won't be real how could you know no, it won't be real how could you know How could you know?",1
"Uh... romantic one's. So, yeah, I'm a poet, if you've got to label me.' Cause women, they love poets.",1
"What's this? It's you getting your award. Thank you, sweetheart.",1
"No.. No. I think you're a woman in love. Let's just go home. No, we're going to the Dolce Vita Ball.",1
"You are the only woman for me. Wade was telling the truth! You still don't get it, sweetie.",1
"Look, Irene, she's a great girl, man. But marriage, hey, this is... Maybe you just need to slow down a little bit.",1
"Imagine what I'd do to some punk that made my little angel cry. And Alice wouldn't put up with that shit, either. She probably wouldn't do it herself, but you got ta figure.",1
My wife came home and said you quit. I think about your wife sometimes. She made me coffee in that fancy...,1
"Maybe she just wasn't the right one dude. Why would you say such a horrible thing? Real talk bro, if a girl let's you glaze her face on the first date, probably not the kind of chick you wanna bring home to mom.",1
"That bitch is crazy. And funky. She does not smell, get the hell out of here.",1
"I don't like how women are marketed to. Feminine wipes. I talked about those before, and I could tell you guys were like, "" Please get back to that. "" "" We need more. "" I just read your energy.",1
"Edna, it's true. You just got the right to vote, women need jobs. He's right, Edna, women are detail oriented... they can ink and paint.",1
"She just mentioned... yeah. Right. Honey, I told you you didn't have to make anything different.",1
"I feel like If she were talented like you, and she knew how to sew and knew beauty tips, that she wouldn't need a prince to make her feel better about herself. I guess I am kind of talented.",1
And they have very backwards policies towards their women there. Turkey has a very western attitude towards women. They expect for their women to be obsequious there.,1
"The Australian singer who calls herself "" Fat Amy "" gave the President a birthday gift from down under during last night's celebration held at the historic Kennedy Center. In case you're wondering what I mean by "" down under, "" Chip, I'm talking about her. She showed her to the President.",1
All right. Women like' em? Yeah.,1
"Here you go, darling. Mine's worth ten. Yeah!",1
"Listen-She looked like a dude, son. Stop hating on my shit. Her name was "" Man. "" Stop hatin' on my shit' cause you don't get no dick.",1
"If you wanna be successful with women, you have to overcome fear. Fear of rejection, fear of embarrassment, fear of inadequacy, whatever. You can't be afraid.",1
"This woman should know what she's getting herself into. Okay, who are you again? I'm... I'm Kay's cousin.",1
"Well, I'm hard as freaking sun-baked worm, and, yeah, yeah, and then she... she comes at me with this line, like, "" oh, I "" can't do it. "" My beak is sore. "" Or some bullshit like that.",1
"That's so sad. Why? Um, her husband abandoned her after two weeks of marriage, so she went outside and shot herself.",1
